Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
Thomas Stenström,1883151,63278,"Karl Thomas Stenström (born January 19, 1988), is a Swedish artist, singer and songwriter. He is best known for his charting single ""Slå mig hårt i ansiktet"". He has released three albums: Nåt annat, nån annanstans (2012), Fulkultur (2014) and Rör inte min kompis! (2017).

He grew up in Uddevalla. In 2010 he was awarded the Ted Gärdestad Scholarship and in 2011 released his second single ""Detsamma"" followed by ""Krossade drömmar"" and ""Full av liv"". <a href=""https://www.last.fm/music/+noredirect/Thomas+Stenstr%C3%B6m"">Read more on Last.fm</a>","Håkan Hellström, Victor Leksell, Mares, Daniel Adams-Ray, Miriam Bryant"
Lexa,6356023,208132,"Lexa é uma cantora e compositora brasileira que ganhou notoriedade com hits de funk pop como “Sapequinha”, “Chama Ela” e “Quebrar Seu Coração”. Nascida em 1995 no Rio de Janeiro, construiu uma carreira marcada pela energia e presença nos palcos.

No entanto, em 2022, decidiu se aposentar, após uma sequência de fracassos em seus últimos lançamentos. Suas músicas, consideradas genéricas e fora das tendências, não conseguiram manter o interesse do público, refletindo uma dificuldade em se reinventar. <a href=""https://www.last.fm/music/Lexa"">Read more on Last.fm</a>","PEDRO SAMPAIO, POCAH, Rebecca, Lia Clark, Zaac"
Zhou Shen,857023,43885,"Zhou Shen (Chinese: 周深; pinyin: Zhōu Shēn; born 29 September 1992), also known as Charlie Zhou, is a Chinese singer known for his ethereal voice and wide vocal range. He gained prominence with his renowned song “大鱼” (“Big Fish”), which has garnered eight awards. 

Zhou was born in rural Shaoyang, Hunan. He and his older sister were left behind children before his family later moved to Guiyang, Guizhou during his third year of primary school. <a href=""https://www.last.fm/music/Zhou+Shen"">Read more on Last.fm</a>","Xiao Zhan, 摩登兄弟劉宇寧, Zhang Bichen, WANG YIBO, 井胧"
Zkr,1106892,25330," <a href=""https://www.last.fm/music/ZKR"">Read more on Last.fm</a>","Timal, Maes, DA Uzi, WeRenoi, Fresh laDouille"
DrefGold,584128,20144," <a href=""https://www.last.fm/music/DrefGold"">Read more on Last.fm</a>","Giaime, Vaz Tè, Enzo Dong, Rasty Kilo, Thelonious B."
DEAD BLONDE,1919496,65314,"Dead Blonde is a Russian rave solo band led by Arina Nikolaevna Murasheva (born 6 April 1999). The band gained notoriety with the songs ""Мальчик на девятке"" (Boy on the Nine) and ""Бесприданница"" (Woman Without Dowry), which became popular on Russian TikTok. <a href=""https://www.last.fm/music/Dead+Blonde"">Read more on Last.fm</a>",
小乐哥(王唯乐),40535,3799," <a href=""https://www.last.fm/music/%E5%B0%8F%E4%B9%90%E5%93%A5(%E7%8E%8B%E5%94%AF%E4%B9%90)"">Read more on Last.fm</a>","In k, 秋原依, 程響, 小咪, In-k"
4Keus,435694,21254," <a href=""https://www.last.fm/music/4KEUS"">Read more on Last.fm</a>","RSKO, Niska, Koba LaD, Bolémvn, Guy2Bezbar"
L2B,263885,12817," <a href=""https://www.last.fm/music/L2B"">Read more on Last.fm</a>","RSKO, 4KEUS, Genezio, Tiakola, Leto"
Alexia,1026588,146002,"There are more artists using this name:

Alexia by name of Alessia Aquilani (born May 19, 1967) is an Italian singer. Before recording in Italian in the 2000s, she made records in English in the late 1990s. Many of those were international hits. Before her solo career she was the vocalist of Ice Mc.
She started working for Italian producer Roberto Zanetti (better known as Robyx) in 1990, as a back-up singer to several of Zanetti's eurodance acts, including Double You and Ice MC. <a href=""https://www.last.fm/music/Alexia"">Read more on Last.fm</a>","Netzwerk, Double You, Ice MC, Twenty 4 Seven, DJ Bobo"
King,2768277,248551,"There are at least 16 artists with this name:

1) King was a British new wave pop band of the mid-'80s
2) KING is an American R&B group from Los Angeles, CA. 
3) King is a Canadian black metal band.
4) King is a symphonic death metal band of Slovakia.
5) KING is a Japanese all-female hip-hop group.
6) KING is a Japanese rock band.
7) King is an American metal band.
8) King was an English punk rock band in 1978.
9) King is the creator of Vinland Radio (metal) and the associated podcast. <a href=""https://www.last.fm/music/King"">Read more on Last.fm</a>","Divine, The Human League, Howard Jones, Paul Young, Thompson Twins"
Nirvair Pannu,138666,5887," <a href=""https://www.last.fm/music/Nirvair+Pannu"">Read more on Last.fm</a>","Jordan Sandhu, Khan Bhaini, Jassa Dhillon, Tarsem Jassar, Himmat Sandhu"
井迪,19124,2053," <a href=""https://www.last.fm/music/%E4%BA%95%E8%BF%AA"">Read more on Last.fm</a>","秋原依, 杨博然, 戴羽彤, 小乐哥(王唯乐), 雪二"
Alex Velea,268816,17332," Alex s-a nascut pe data de 13 mai 1984 in Craiova.  O zi norocoasa pentru parintii sai :). Zodia TAURULUI i se potriveste PERFECT, Alex fiind un tanar  pasional, gelos, usor incapatant, plin de ambitie si perseverenta,  care stie ca prin munca poti sa iti atingi visele. 
         DRAGOSTEa LA PRIMA VEDERE pentru muzica i-a fost insuflata de parinti, in special de tatal sau, care este muzician, si carora Alex nu ezita sa le spuna tot  timpul « ITI MULTUMESC ». <a href=""https://www.last.fm/music/Alex+Velea"">Read more on Last.fm</a>","Connect-R, Tzanca Uraganu, Smiley, Costel Biju, Florin Salam"
Rajat Nagpal,44647,7064," <a href=""https://www.last.fm/music/Rajat+Nagpal"">Read more on Last.fm</a>","Mohammad Faiz, Akashdeep Sengupta, Goldie Sohel, Rito Riba, Gaurav Chatterji"
Gyakie,182090,18841,"Jackline Acheampong, staged named Gyakie, is an Afro-Fusion/Afrobeats singer from Ghana. <a href=""https://www.last.fm/music/Gyakie"">Read more on Last.fm</a>","King Promise, Stonebwoy, Black Sherif, Sarkodie, Fave"
нексюша,555029,21557," <a href=""https://www.last.fm/music/%D0%BD%D0%B5%D0%BA%D1%81%D1%8E%D1%88%D0%B0"">Read more on Last.fm</a>","МЭЙБИ БЭЙБИ, дора, Френдзона, Бесплатный Автобус, DEAD BLONDE"
Ramil',823201,39449," <a href=""https://www.last.fm/music/Ramil%27"">Read more on Last.fm</a>","BODIEV, Andro, mrid, omgkirby, Macan"
陈雪凝,77516,8093," <a href=""https://www.last.fm/music/%E9%99%88%E9%9B%AA%E5%87%9D"">Read more on Last.fm</a>","房东的猫, 程响, 王贰浪, 郭顶, 任然"
王靖雯,275509,12521,"Shirley Wong (王靖雯, born August 8, 1969) is the early stage name of 王菲. Born in Beijing, China, she moved to British Hong Kong in 1987 and came to public attention in the early 1990s by singing ballads in Cantonese. She released her debut album, 王靖雯, in 1989. Since 1995 she has recorded mostly in her native Mandarin, often combining alternative music with mainstream Chinese pop. <a href=""https://www.last.fm/music/%E7%8E%8B%E9%9D%96%E9%9B%AF"">Read more on Last.fm</a>","Ren Ran, 蓝心羽, 王菲, 大籽, 不是花火呀"
DJ Neptune,191999,22609,"Patrick Imohiosen, Nigerian DJ, born in Lagos in 1990. <a href=""https://www.last.fm/music/DJ+Neptune"">Read more on Last.fm</a>","LoJay, Joeboy, Spinall, MAVINS, boJ"
雪二,31723,3529," <a href=""https://www.last.fm/music/%E9%9B%AA%E4%BA%8C"">Read more on Last.fm</a>","秋原依, 程響, 胡66, 阿涵, 戴羽彤"
Niro,1564213,47341,"Niro is a french rapper under the independant Street lourd label. He has worked on various projects such as, TALENTS FACHES 4, GHETTOYOUSS FM, LA PAS N3T TAP3 DE JEFF LE NERF, CHABODO LA DEL1KANCE, LES RATS D'EGOUT , STREET LOURD 2, AUTOPSIE 4 de Booba and much more.

His latest release is the 2012 album, Paraplegique which has been re-released with some bonus tracks a bit later.
 <a href=""https://www.last.fm/music/Niro"">Read more on Last.fm</a>","Lacrim, Rim'K, Ninho, Dosseh, Gradur"
Madrigal,1902271,54330,"There are numerous bands named Madrigal, including: 
1) Madrigal was a Swedish gothic death metal band founded in 1998 in Gothenburg. 
2) Madrigal was an American psychedelic and experimental rock band from New York City, active in the late-1960s and early-1970s. 
3) Madrigal was a British nine-piece folk band active in the early 70s. 
4) Madrigal was a Canadian psychedelic pop band who released the album ""Sunshine & Baked Beans"" in 1970. 
5) Madrigal was a Turkish alternative rock band.  <a href=""https://www.last.fm/music/Madrigal"">Read more on Last.fm</a>","Yüzyüzeyken Konuşuruz, kaan boşnak, Mavi Gri, CanOzan, Evdeki Saat"
Amrit Maan,199765,12831," <a href=""https://www.last.fm/music/Amrit+Maan"">Read more on Last.fm</a>","Jordan Sandhu, Gurnam Bhullar, Tarsem Jassar, Tegi Pannu, Rajvir Jawanda"
Dima Bilan,1309303,79617,"Díma Bilán (Russian: Ди́ма Била́н, IPA: [ˈdʲimə bʲɪˈlan]; born Ви́ктор Никола́евич Бела́н, Víktor Nikoláevich Belán, 24 December 1981 in Ust-Dzheguta, Karachay-Cherkessia, Soviet Union) is a Russian pop artist. Bilan represented Russia at the Eurovision Song Contest 2006 with ""Never Let You Go"", finishing second, and he won the contest in 2008, with the song ""Believe"". He has had several Russian no. 1 hits. <a href=""https://www.last.fm/music/Dima+Bilan"">Read more on Last.fm</a>","Polina Gagarina, Сергей Лазарев, arthur pirozhkov, Timati, ALEKSEEV"
Korala Maan,11620,1499," <a href=""https://www.last.fm/music/Korala+Maan"">Read more on Last.fm</a>","Khan Bhaini, R Nait, Sajjan Adeeb, Gulab Sidhu, Jordan Sandhu"
Miles Away,2391830,84064,"Miles Away is an Australian hardcore punk band from Perth, Western Australia, formed in 2002.

Miles Away was formed in mid-2002 by Andre and Monty who had a bunch of songs they wanted to use for an old school hardcore band. They then drafted in Chris Unsworth, the drummer from Monty's other band Alleged and Perth stalwart/enigma Dion, formerly of Boredumb and From the Ruins to play the bass. Cavechest joined up on vocals in late 2002 to complete the puzzle. <a href=""https://www.last.fm/music/Miles+Away"">Read more on Last.fm</a>","Landscapes, Down to Nothing, More Than Life, Casey Jones, Killing The Dream"
Simi,396419,47134,"A few months ago, she was the talk of the town after releasing her EP, Restless, a cover of some popular foreign songs. Many wondered, who’s that young woman? For others who knew who she was, it was a pleasant surprise to see a Nigerian singer give the cover of a foreign song an authentic Nigerian feel.

That young woman with such uncanny creative talent and versatility is no other than Simisola Ogunleye, a.k.a Simi. Simi, a mass communications graduate, is no stranger to the Nigerian music industry. <a href=""https://www.last.fm/music/Simi"">Read more on Last.fm</a>","Chike, Adekunle GOLD, Olamide, Fireboy DML, Falz"
Misha Marvin,145116,9342," <a href=""https://www.last.fm/music/Misha+Marvin"">Read more on Last.fm</a>","sati kazanova, Irakli, DJ Kan, Anzhelika Varum, Julia Parshoota"
Zeynep Bastık,1021413,35577,"Zeynep Bastık (born 8 July 1993) is a Turkish singer, songwriter, dancer, and actress.

Her grandmother is of Albanian origin. Her family members are also musicians. Her mother was a folk dance teacher. At the age of fifteen she joined the Fire of Anatolia as a dancer and remained part of the group for eight years. She later became interested in Latin dance and pole dance. She also worked as actress in musical theatres. In 2010, she started professional music with the band ""Jackpot"" in İzmir, performing mainly cover songs. <a href=""https://www.last.fm/music/Zeynep+Bast%C4%B1k"">Read more on Last.fm</a>","Buray, Feride Hilal Akın, Edis, Aleyna Tilki, Simge"
Gloria Groove,42258634,355931,"Daniel Garcia Felicione Napoleão, known professionally as Gloria Groove, is a Brazilian rapper, songwriter, actor, voice actor and drag queen. As a kid, Daniel was a member of  Balão Mágico, a group that made a lot of success in the 90s. In 2014, while doing musical theatre, the Brazilian version of Hair, she discovered herself as a drag queen.

In February 2017, she released her debut studio album, O Proceder, featuring the singles Dona, Império, Gloriosa and Muleke Brasileiro. <a href=""https://www.last.fm/music/Gloria+Groove"">Read more on Last.fm</a>","IZA, Thiago Pantaleão, Lia Clark, Grag Queen, Aretuza Lovi"
Joseca,3814,443," <a href=""https://www.last.fm/music/Joseca"">Read more on Last.fm</a>","Orquesta Internacional Guachambe, Luis vega, Bonny Lovy, Orquesta Internacional A'Banda Sombra, Lu de la Tower"
Chike,175208,15880,"Chike-Ezekpeazu Osebuka popularly known by Chike (sometimes stylized as Chiké) is an actor, singer and songwriter known for his participation on reality music competitions Project Fame West Africa and The Voice Nigeria.

Chike made his acting debut as Mayowa Badmus on the Africa Magic hit telenovela ""Battleground"". In November 2017, he departed Universal Records and went to release popular love anthems like ""Beautiful People"", ""Out of Love"" and ""Amen"". <a href=""https://www.last.fm/music/Chike"">Read more on Last.fm</a>","Kizz Daniel, Phyno, Flavour, Simi, Fireboy DML"
Bosh,622542,39992,"Bosh est un rappeur et acteur français né le 26 mai 1992 à Dreux et originaire de Plaisir. 

En 2020, il se fait connaître du grand public dans la série de Canal+ Validé et avec son titre Djomb qui atteint la première place des ventes de singles en France. <a href=""https://www.last.fm/music/Bosh"">Read more on Last.fm</a>","GLK, Kaaris, Nahir, Ninho, Kalash Criminel"
Gigi D'Alessio,710082,59973,"Gigi D'Alessio (born Luigi D'Alessio, February 24, 1967) is an Italian popular singer and Neapolitan singer-songwriter, born in Naples. Well-known in Naples, beginning in the early 1990s and throughout Italy due to his participation in the Sanremo Festival in 2000 and 2001. Also making more overseas appearances, the most recent was in Malta on August the 11th, 2007. 

Previously, he was married to Carmela Barbato, with whom he has three children.He is now engaged to the popular Italian singer Anna Tatangelo <a href=""https://www.last.fm/music/Gigi+D%27Alessio"">Read more on Last.fm</a>","Zucchero, Geolier, Rocco Hunt, Claudio Baglioni, Liberato"
Zack Tabudlo,7413946,188677,"Zack Tabudlo an alt-pop and r&b artist from Manila, Philippines. He is also music producer, songwriter, and a mult-instrumentalist. 

Since being a finalist in The Voice Kids in 2014, Zack has released self-written compositions, and has worked on notable local and international collaborations. He produced and arranged actor Carlo Aquino's rendition of 'Balisong (Transformed)' and Sharlene San Pedro's singles 'Everything Will Be Alright' and 'Pusong Naliligaw' (2019).  <a href=""https://www.last.fm/music/Zack+Tabudlo"">Read more on Last.fm</a>","Ben&Ben, NOBITA, Arthur Nery, Lola Amour, Moira Dela Torre"
