Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Lyapis Trubetskoy,333724,21558," “Lyapis Trubetskoy” (Belarus) (in Russian: Ляпис Трубецкой) is one of the strangest bands of the post-soviet show business. In 1998-1999 their songs could be heard on any major radio station, their videos were shown on every top TV channel both in Russia and CIS countries. Until now their legendary hits like “Au”, “Ti kinula” (“You Gave Me Up”), “Zelenolazoye taksi” (“Green-eyed Taxi”), “V plat’ye belom” <a href=""https://www.last.fm/music/+noredirect/Lyapis+Trubetskoy"">Read more on Last.fm</a>",
FOMARE,139977,9752," <a href=""https://www.last.fm/music/fomare"">Read more on Last.fm</a>","クリープハイプ, WurtS, Kotori, go!go!vanillas, ストレイテナー"
Christian Death,9841982,402214,"Christian Death are an American deathrock band formed in Los Angeles, California, United States in 1979. The band was fronted and founded by Rozz Williams and featured former Adolescents guitarist Rikk Agnew, bassist James McGearty and drummer George Belanger. Christian Death is most notable for their debut studio album Only Theatre of Pain (1982), which was a major event in the birth of gothic rock and deathrock subculture within the United States and beyond. The original band broke up in 1983 amid band infighting and drug abuse. <a href=""https://www.last.fm/music/Christian+Death"">Read more on Last.fm</a>","Shadow Project, Alien Sex Fiend, Specimen, Super Heroines, Corpus Delicti"
Wonderful★opportunity!,1281419,61319,"WONDERFUL★OPPORTUNITY! (ワンダフル☆オポチュニティ！) is a Circle that consists members じーざすP (JesusP) and マイナスP (MinusP) <a href=""https://www.last.fm/music/Wonderful%E2%98%85opportunity%21"">Read more on Last.fm</a>","Owata-P, Hitoshizuku and Yama, Neru, Mikito P, dios/signalP"
STONE,1342349,102506,"Five artists go by the name of Stone (some others go by the name The Stone):

1.  Stone was a female French singer who had a solo yé-yé career in the 60s. Born Annie Gautrat on July 31, 1947, she released ~12 EPs. Several of her songs have appeared on recent French 60s pop compilations like Ultra Chicks and Femmes De Paris. In 1966, she married French rock artist Eric Charden and they went on to form the popular duo Stone et Charden.

2.  Stone was a thrash metal band that formed in Kerava, Finland in the mid-1980s. <a href=""https://www.last.fm/music/Stone"">Read more on Last.fm</a>","Stam1na, Mokoma, Rytmihäiriö, Lost Society, Razor"
Blackbeans,368739,8174,"Bangkok pop band Blackbeans is a four-piece easy listening / pop band founded in 2013 by 4 high school friends: Peerawit ‘Boom’ Jitkarun (vocal), Naruebet ‘Time’ Puapanboon (guitar), Nantakorn ‘Game’ Panwoon (bass), and Nontawat ‘Peach’ Buapuan (drums). The members have been together since grade 9 as they always share similar tastes in music.

In 2021, Blackbeans released ‘Photosynthesis’, an EP of 5 songs inspired by ambient music <a href=""https://www.last.fm/music/Blackbeans"">Read more on Last.fm</a>","PURPEECH, Safeplanet, YourMOOD, AYLA's, Only Monday"
Charlie Brown Jr.,51578532,605928,"Charlie Brown Jr. was a Brazilian alternative brazilian rock band from Santos, São Paulo. The group was popular with disadvantaged youth because of their relatable commentary about social issues and the frequent use of skate punk and hip hop slang in their songs. The band won two Latin Grammy Awards and was one of the most-popular Brazilian bands of the late 1990s to mid-2000s <a href=""https://www.last.fm/music/Charlie+Brown+JR."">Read more on Last.fm</a>",
Plutonio de Alto Grado,64071,4651," <a href=""https://www.last.fm/music/Plutonio+De+Alto+Grado"">Read more on Last.fm</a>","Tourista, Cuchillazo, YARDIGANS, Campo De Almas., Angelo con baja autoestima"
Motohiro Hata,942230,98683,"秦基博 (Hata Motohiro) is a j-pop singer/songwriter.
He has released 6 singles, 1 mini-album and 2 albums so far. His song ""Kimi, Meguru, Boku"" was used as the opening song to the anime adaption of the very popular manga ""Itazura Na Kiss"". 

official site: http://www.office-augusta.com/hata/index.html


 <a href=""https://www.last.fm/music/+noredirect/Motohiro+Hata"">Read more on Last.fm</a>",
Valter Lobo,196901,12213," <a href=""https://www.last.fm/music/Valter+Lobo"">Read more on Last.fm</a>","Luís Severo, Cassete Pirata, Filipe Karlsson, Samuel Úria, Ciclo Preparatório"
Los Fundamentalistas del Aire Acondicionado,68537,2509," <a href=""https://www.last.fm/music/Los+Fundamentalistas+Del+Aire+Acondicionado"">Read more on Last.fm</a>","Ricardo Iorio, Billy Bond y La Pesada, Lito Vitale, Skay Beilinson, La Perra que los parió"
Dymytry,374080,13706,"Dymytry jsou česko-ruská metalová kapela označující sama sebe za průkopníky a vlajkonoše moderního hudebního stylu „psy-core“. Nekompromisní kytarová smršť doplněná sugestivním zpěvem stejně jako predátorské masky z dílny Národního divadla, ve kterých Dymytry vystupují, to vše dělá z této party nevšední podívanou na stagích po celé České republice.

Dymytry se sešli opravdu ze všech koutů této země i ze zahraničí. <a href=""https://www.last.fm/music/Dymytry"">Read more on Last.fm</a>","Arakain, Škwor, Aleš Brichta, Trautenberk, Cocotte Minute"
Ruben Rada,183122,17298,"When you are talking about uruguayan music, you must to talk about Rada. Better know as ""el negro""
He started to sing with orquestas like Hot Blowers in the 50th.

In 1965 he formed ""El Kinto"". In spanish kinto means fifth, beacuse the band was the fifth of Eduardo Mateo, his friend and also a symbol of the uruguayan music.

In 1969 Rada started to play with Totem, at the same time, he met Fattoruso`s brother and played with them in OPA.

After many years living outside <a href=""https://www.last.fm/music/Ruben+Rada"">Read more on Last.fm</a>","Jaime Roos, Canario Luna, Fernando Cabrera, Falta y Resto, Claudio Taddei"
ELLEGARDEN,9119093,138432,"
ELLEGARDEN is a punk rock group that formed in December of 1998 in Chiba, Japan. It includes drummer Hirotaka Takahashi, vocalist Takeshi Hosomi, guitarist Shinichi Ubakata, and bassist Yuichi Takada. As of May 2, 2008, Ellegarden's leader Ubukata Shinichi announced an indefinite hiatus of the band. All previously decided shows (including shows not yet announced) up until early September 2008 will still be performed.  Though they are on hiatus, the vocalist <a href=""https://www.last.fm/music/ELLEGARDEN"">Read more on Last.fm</a>","MONOEYES, the HIATUS, ストレイテナー, 10-FEET, 04 Limited Sazabys"
Paulo Gonzo,151531,18476,"Paulo Gonzo, (b. 1 November 1956 as Paulo Alberto Ferreira), is a Portuguese singer and songwriter.
He has made various albums throughout his career, including the album Jardins Proibidos. Many of his musical compositions have been used as theme songs for Portuguese soap operas. <a href=""https://www.last.fm/music/Paulo+Gonzo"">Read more on Last.fm</a>","André Sardet, Pedro Abrunhosa, Delfins, Per7ume, Rio Grande"
Stupeflip,4266839,75281,"Stupeflip is a French band between punk, rap and variety composed of King Ju (Julien Barthélémy), Pop Hip, Cadillac (Stéphane Bellenger) and MC Salo (Jean-Paul Michel).

In 2000, a strange name -Stupeflip- is doing the rounds in Paris on a peculiar mixtape. On the 6th of November 2001, they subsequently go to a studio in order to transform the mixtape into a promotional Single that will already contain the essence of the group. This first release notably includes the overt ""Stupeflip"" <a href=""https://www.last.fm/music/Stupeflip"">Read more on Last.fm</a>","Casseurs Flowters, Orelsan, Hippocampe Fou, Svinkels, Dooz Kawa"
isaur,752470,56527,"After a year and a half of constant releases from Rex McCreight, The solo project ""isaur"" had a short but impactful run. In 2021, after Rex's work on i killed a pixie, Rex decided to begin ""isaur"" at 13 years old after discovering a sound of atmospherically pleasing shoegaze with influences ranging in genre. After releasing his most memorable release ""Aux"", he decided to recreate his album he made a year prior (1991) this fully embraced the sound of isaur as a genre bending shoegaze act with dark unforgiving meanings behind each song. <a href=""https://www.last.fm/music/iSaur"">Read more on Last.fm</a>","Blood Estate, fairies in our house, xójira, Loverboyrando, Salvia Palth"
Несогласие,529812,32781,"From Saint Petersburg, Russia <a href=""https://www.last.fm/music/%D0%BD%D0%B5%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%81%D0%B8%D0%B5"">Read more on Last.fm</a>","ssshhhiiittt!, Убей меня, Эйс!, Англия, Где Фантом?, конец солнечных дней"
Karakoram,48873,5100,"Karakoram is a Pakistani Alternative/Rock band with a wide and unique soundscape from hard hitting rock to soulful spacey arrangements. <a href=""https://www.last.fm/music/Karakoram"">Read more on Last.fm</a>","Abdullah Siddiqui, Asfar Hussain, Meesha Shafi, Taha G, Auj"
Bulldog,223680,9587,"Bulldog is a name used by different artists

(1) An Argentinean punk band consisting of Guillermo ""Willy"" Tagliarini in guitar, Hernán ""Mantu"" Mantoani in guitar and vox, Luis ""Bebe"" Gindre in drums and Ramiro ""Rata"" España in bass.

(2) A Polish hardcore band from the southern city of Krakow, who have made some name as defenders of working class values and old school hardcore (in the vein of early Agnostic Front) by means of songs like ""the working minority,"" ""in the bar"" and ""Saturday night fight"". <a href=""https://www.last.fm/music/Bulldog"">Read more on Last.fm</a>","Cadena Perpetua, Expulsados, Embajada Boliviana, Sin ley, Jauría"
Little River Band,3971103,477679,"Little River Band is an Australian rock band formed in Melbourne in 1975 and named after a road sign for the Victorian township of Little River, near Geelong. They were the first Australian rock group to enjoy sustained commercial success in the United States. During their career the band have sold more than 25 million records and scored 13 American Top 40 hits.

While fronted by singer John Farnham from 1982–1986, the band's original members were Glenn Shorrock (vocals) <a href=""https://www.last.fm/music/Little+River+Band"">Read more on Last.fm</a>","Orleans, Ambrosia, Firefall, Paul Davis, Seals & Crofts"
Tokio Hotel,29318921,643715,"Tokio Hotel is a German pop rock band founded in Magdeburg, Germany in 2001 by singer Bill Kaulitz, guitarist Tom Kaulitz, bassist Georg Listing and drummer Gustav Schäfer. The four met in 2001 after a live show in a Magdeburg club, where Listing and Schäfer, who knew each other from music school, watched from the audience while Bill and Tom Kaulitz played on the stage. 

After Bill Kaulitz’s participation in a children’s Star Search in 2003 at age thirteen (which he lost in the quarter-final) <a href=""https://www.last.fm/music/Tokio+Hotel"">Read more on Last.fm</a>","Billy, Cinema Bizarre, Nevada Tan, LaFee, The Rasmus"
Taxi,780969,84412,"There are several artists known as Taxi:

1. Taxi (Gibraltar) Born from the ashes of Gibraltar based Melon Diesel,Taxi was born in 2004 formed by Dylan Ferro(Vocals),Dani Fa (Guitars) and Danny Bugeja (Guitars). Having sold more than a quarter of a million copies in their musical career, Taxi are currently promoting their new album ""MIRANDO ATRAS"",a collection of their greatest hits including 2 new songs and a cover version of Gun..s ""Better Days"" due 9th September. Their album ""Aqui y Ahora""got a Latin Grammy nomination. See www.taxi.com.es <a href=""https://www.last.fm/music/Taxi"">Read more on Last.fm</a>","Voltaj, Bosquito, Cargo, Smiley, Vita de Vie"
Rob De Nijs,696695,57903,"Rob de Nijs (born December 26, 1942 in Amsterdam) is a Dutch actor turned singer. His career has spanned nearly five decades so far, beginning when he won a Dutch talent show in 1962 at the age of 19, which earned him a record deal. It didn't take long before he had his first big hit, which was ""Ritme van de regen"" (i.e. ""Rhythm of the rain""), released in June 1963. That was the first in a series of successful hit songs (including the 1975 hit ""Malle Babbe"" <a href=""https://www.last.fm/music/Rob+De+Nijs"">Read more on Last.fm</a>","André Hazes, Boudewijn de Groot, De Dijk, Het Goede Doel, Guus Meeuwis"
