Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Internet Money,21655412,911729,"Internet Money is a Los Angeles-based music production collective and label founded by Taz Taylor. Members of the collective have produced for some of rap’s biggest names, including Drake, Juice WRLD, Trippie Redd, Lil Uzi Vert, XXXTENTACION, and many more.

The production members also run a YouTube channel by the same name, Internet Money, where they post beat-making videos, tracks, and general tips.

In October 2019, Internet Money signed a joint venture deal with TenThousand Projects <a href=""https://www.last.fm/music/Internet+Money"">Read more on Last.fm</a>","24kGoldn, Lil Mosey, Bankrol Hayden, Lil Tecca, JACKBOYS"
Ana Bárbara,612248,68279,"Ana Bárbara (born as Altagracia Ugalde Motta January 10, 1971 in Rio Verde, San Luis Potosí), is a Mexican singer. Her maternal grandparents are of Italian origin.

Ana Barbara would become a beauty queen before she reached stardom as a singer: in 1988, she became ""Miss San Luis Potosí"", going on to represent her state in the Miss Universe-sponsored Miss Mexico beauty contest. She lost in her bid to become Miss Mexico, however.

In 1993, Ana Bárbara was proclaimed the ""Ambassador of Ranchera Music"" <a href=""https://www.last.fm/music/+noredirect/Ana+B%C3%A1rbara"">Read more on Last.fm</a>","Grupo Limite, Pilar Montenegro, Alicia Villarreal, Alejandra Guzmán, Yuridia"
Stray Kids,322241367,978436,"Stray Kids (Korean: 스트레이 키즈; RR: Seuteurei Kijeu; often abbreviated as SKZ) are a South Korean boy band formed by JYP Entertainment through the 2017 reality show of the same name. The group is composed of eight members: Bang Chan, Lee Know, Changbin, Hyunjin, Han, Felix, Seungmin, and I.N. Originally a nine-piece group, member Kim Woojin left due to personal circumstances in October 2019.

Stray Kids released their pre-debut extended play Mixtape in January 2018 and officially debuted on March 25 with the EP I am NOT <a href=""https://www.last.fm/music/STRAY+KIDS"">Read more on Last.fm</a>",
Migrantes,469094,38619," <a href=""https://www.last.fm/music/Migrantes"">Read more on Last.fm</a>","Dame 5, EL Villano, Agapornis, Papichamp, Pijama Party"
Jesse & Joy,7284649,341375,"Jesse & Joy are a Latin Grammy award winning Mexican pop duo formed in 2005 by siblings Jesse Huerta (born December 31, 1982) and Joy Huerta (born June 20, 1986).

Jesse & Joy are two young siblings from Mexico City. They began to show a passion for music from a very young age. In 2001 (when they were 18 and 15 years of age), they began writing lyrics and songs with their father. They were later signed under the Warner label on April 18, 2005.

Jesse plays the piano <a href=""https://www.last.fm/music/Jesse+&+Joy"">Read more on Last.fm</a>","Ha*Ash, Reik, Camila, HA-ASH, Paty Cantú"
Adrianne Lenker,59025782,882356,"Adrianne Lenker is a singer/songwriter from Minneapolis, Minnesota and is the lead singer and plays guitar in the critically acclaimed band Big Thief.

Her 2006 debut album ""Stages of the Sun"" consists of all original material that she wrote (some with her father) between the ages of 11 and 14.  Produced by Grammy winner, Steve Hodge. <a href=""https://www.last.fm/music/AdriAnne+Lenker"">Read more on Last.fm</a>",
Jawsh 685,11143031,474801,"Joshua Christian Nanai, better known as Jawsh 685, is a New Zealand music producer. Whilst a student at Manurewa High School, his breakthrough 2020 single ""Savage Love"" with American singer Jason Derulo reached number one in 15 countries, including the United Kingdom, Canada, Australia, and New Zealand.  <a href=""https://www.last.fm/music/Jawsh+685"">Read more on Last.fm</a>","Benny Blanco, BTS, Agust D, j-hope, Jung Kook"
Duke Dumont,12277993,912087,"Before 2012 Duke Dumont was known as a ‘producer’s producer’. He was the name on a 12” record the DJ knew to reach for when he wanted to please the crowd, without them knowing who had constructed the mesmerising sonic confection they were dancing to.

In 2012, two EPs on Tiga’s Turbo Recordings (with whom Duke has had a long standing relationship) changed all that. ‘For Club Play Vol. 1 & 2’ offered up sweet ecstatic deep house & UK bass cuts that have united people across the spectrum of music <a href=""https://www.last.fm/music/Duke+Dumont"">Read more on Last.fm</a>","Gorgon City, Disciples, CamelPhat, Route 94, Sonny Fodera"
Jung Kook,569517397,1051632,"Jeon Jung Kook (Korean/Hangul: 전정국; born September 1, 1997 in Busan, South Korea), known monomously as Jungkook (stylized as Jung Kook) , is a South Korean singer, dancer, composer, and main vocalist of South Korean boy group.

He rose to prominence as a member and vocalist of the South Korean boy band BTS (Hangul: 방탄소년단), under Big Hit Entertainment. 

Debuted with BTS  on June 13, 2013, with the extended play 2 COOL 4 SKOOL and the title track No More Dream <a href=""https://www.last.fm/music/Jung+Kook"">Read more on Last.fm</a>","Jung Kook, Latto, Jung Kook, Jack Harlow, BTS, j-hope, Charlie Puth, Jung Kook, BTS"
Dolly Parton,28593184,1943215,"Dolly Rebecca Parton (born January 19, 1946 in  Sevierville, Tennessee, U.S.) is an American country singer, songwriter, composer, producer, entrepreneur, author and actress.

Parton began performing as a child, singing on local radio and television in East Tennessee. At age 12 she was appearing on Knoxville TV, and at 13, she was recording on a small label and appearing at the Grand Ole Opry in Nashville. When she graduated from high school in 1964 she moved to Nashville <a href=""https://www.last.fm/music/Dolly+Parton"">Read more on Last.fm</a>","Porter Wagoner & Dolly Parton, Loretta Lynn, Reba McEntire, Tammy Wynette, Kenny Rogers & Dolly Parton"
Zoe Wees,2379793,236972,"Zoe Wees is a German singer-songwriter. Born in Hamburg in 2002, Wees wrote music since she was a child and a finalist on “The Voice: Kids”. She released her debut single “Control” in 2019, which reached the Top 40 in France and Germany and the Top 10 in Belgium, while follow-up single “Girls Like Us”reached the Top 10 in Germany, Austria and Switzerland. Wees released her debut EP, Golden Wings, in May 2021. <a href=""https://www.last.fm/music/Zoe+Wees"">Read more on Last.fm</a>","Dean Lewis, Lauren Spencer Smith, Faouzia, Michael Schulte, Mimi Webb"
Justin Bieber,206927670,3844328,"Justin Drew Bieber (born March 1, 1994 in London, Ontario, Canada) is a Grammy Award winning Canadian pop singer, songwriter, and multi-instrumentalist. Bieber was discovered in 2008 by American talent manager Scooter Braun, who came across Bieber's videos on YouTube and later became his manager. Braun arranged for him to meet with entertainer Usher Raymond in Atlanta, Georgia. Bieber was signed to Raymond Braun Media Group (RBMG), and then to an Island Records recording contract offered by record executive L.A. Reid. <a href=""https://www.last.fm/music/Justin+Bieber"">Read more on Last.fm</a>","Poo Bear, Zayn, Shawn Mendes, Chris Brown, One Direction"
Mijares,975533,97741,"Mexican singer Manuel Mijares had his first experience in music while participating in his school chorus at a very young age, making his professional debut in 1981 in a local festival called Valores Juveniles. After living in Japan, singing in a night club, Manuel Mijares joined Latin pop star Emmanuel, starting his solo carer after signing up to EMI, issuing a self-titled album in 1985, climbing charts around Latin America with his first international hit ""No Se Murió El Amor <a href=""https://www.last.fm/music/Mijares"">Read more on Last.fm</a>","Emmanuel, Yahir, Timbiriche, Miguel Bosé, Ricardo Montaner"
Sara Kays,5588703,371020,"Sara Kays (born February 18, 1999) is an American singer and songwriter hailing from Noblesville, Indiana, United States. She discovered her passion for music when she received a guitar from her mother just before turning twelve, leading her to pursue a career in the industry. At the age of thirteen, Kays began performing as a street musician in her hometown, playing cover songs and gradually gaining attention.

After moving to Atlanta for college, Kays continued to develop her skills as a singer, songwriter, and performer. <a href=""https://www.last.fm/music/Sara+Kays"">Read more on Last.fm</a>","Sasha Alex Sloan, Anson Seabra, Lexi Jayde, BLÜ EYES, Avery Lynch"
Jason Derulo,21597929,1412890,"This is an incorrect tag for Jason Derülo. If you have last.fm Autocorrection turned on, your scrobbles will automatically redirect to the correct artist name. Otherwise, please fix your artist ID3 tags. <a href=""https://www.last.fm/music/+noredirect/Jason+Derulo"">Read more on Last.fm</a>",
VOILÀ,4515644,167688," <a href=""https://www.last.fm/music/+noredirect/Voil%C3%A0"">Read more on Last.fm</a>",
La Ross Maria,76575,13537," <a href=""https://www.last.fm/music/La+Ross+Maria"">Read more on Last.fm</a>","Quimico Ultra Mega, La Insuperable, Nino Freestyle, La Perversa, Martin Lora"
blackbear,56753255,1434126,"Matthew Tyler Musto (born November 27, 1990), professionally known as Blackbear (stylized as blackbear), is an American musician, singer, songwriter, and record producer. He has released six studio albums, six EPs, one mixtape and two collaborative albums. Musto is also a member of the alternative hip hop/R&B duo Mansionz with singer-songwriter Mike Posner. <a href=""https://www.last.fm/music/Blackbear"">Read more on Last.fm</a>",
Fujii Kaze,19284101,573655,"Fujii Kaze (藤井風) is a Japanese musician and singer-songwriter under Universal Sigma. Fujii Kaze was born in 1997 in Satosho in Okayama, Japan, and is one of four brothers. As a child, he listened to all kinds of music such as jazz, classical music, pop, and enka. Starting at 12 years old, Kaze uploaded various piano and vocal cover videos on his personal Youtube channel, amassing more than 30 million views.  During his high school years, he suspended uploading to focus on his musical studies; he returned to Youtube after he graduated. <a href=""https://www.last.fm/music/fujii+kaze"">Read more on Last.fm</a>",
Timmy Trumpet,6945177,475057,"Tim Smith (a.k.a. Timmy Trumpet) is a musician, main room house DJ and producer based in Sydney. Smith made his big break in Ibiza; playing live trumpet solos over electronic dance music tracks during DJs shows.

He has supported and played alongside acts like Armin Van Buuren, Carl Cox, Fedde le Grand, Dizzee Rascal, Fatboy Slim and the Stafford Brothers. Timmy is also a regular character on the FOX8 reality TV show The Stafford Brothers.

Timmy <a href=""https://www.last.fm/music/Timmy+Trumpet"">Read more on Last.fm</a>","BlasterJaxx, Dimitri Vegas & Like Mike, Marnik, Mike Candys, Bassjackers"
Cuco,29535567,948794,"1. Omar Banos, born on June 26, 1998, also known as Cuco, is a Mexican-American singer-songwriter and record producer originating from Hawthorne, California. 

Cuco's initial musical endeavors commenced at the age of eight, when he practiced trumpet, guitar, keyboard, drums, bass guitar, mellophone, and French horn. In high school, he played in the marching band as well as the jazz band. After graduating, Banos uploaded a slide guitar cover of Sleep Walk by Santo & Johnny to YouTube. <a href=""https://www.last.fm/music/Cuco"">Read more on Last.fm</a>","boy pablo, Banes World, mellow fellow, VACATIONS, TEMPOREX"
L.A.X,645358,92333,"L.A.X is Andrew Collins and Erin ""Dancin"" Jantzen. Begining in 2005, this electro duo from Austin, TX has emerged from the house party scene and shaped their sound into a dance hybrid of House/R&b/Pop. In 2007 they self-released ""The L Ep"", the first installment of an epic trilogy and since then have been turning heads everywhere. Collins, the songwriter thrives on cultural fusions apparent from the hip hop ""Pump to the Beat"" to the reggaeton anthem ""Sacudas las Caderas"" while Jantzen <a href=""https://www.last.fm/music/+noredirect/L.A.X"">Read more on Last.fm</a>",
